id,created_at,text
844046184050184194,2017-03-21 04:41:06,RT @BreeNewsome: GOP needs 2 explain y it shut down gov't in '13 in response to ACA but not now when prez is being investigated for colludi…
844044022683332608,2017-03-21 04:32:31,No particular reason https://t.co/QOexG4aNw6
844039270826295296,2017-03-21 04:13:38,"(•_•)
&lt;)   )╯Lock
 /    \

\(•_•)
 (   (&gt; Them
 /    \

 (•_•)
&lt;)   )&gt;  Up
 /    \"
844033921884942337,2017-03-21 03:52:23,RT @MeehanBM: I had a security clearance &amp; West Wing office.  @IvankaTrump diminishes the value of expertise &amp; hard work it took me &amp; other…
844032503442681857,2017-03-21 03:46:44,"RT @DavidYankovich: Let this sink in.

The FBI is investigating the President of the United States for treason.

This is real."
844029016692600832,2017-03-21 03:32:53,.@SenBennetCO u up? https://t.co/hUJVlRcu4C
844027800319279104,2017-03-21 03:28:03,Martis has a killer changeup.
844025782636765185,2017-03-21 03:20:02,"Oh, there's evidence alright. https://t.co/eU9vKe1pL0"
844024643144970240,2017-03-21 03:15:30,Come on Angel. #wbc2017
844023604136173568,2017-03-21 03:11:23,Can I write for the next season of Brockmire?
844023026085642242,2017-03-21 03:09:05,Puerto Rico really shoulda called for a review on that Molina tag at 3rd. They'd be up one still.
844022852542066689,2017-03-21 03:08:23,@BackPocket_e my point
844020330167332864,2017-03-21 02:58:22,Was really hoping someone would try to take me to task for not cheering for the USA. https://t.co/wzYRsCpTiQ
844009198786502656,2017-03-21 02:14:08,"It's almost like, ""conservatives"" are hypocrites?"
844006428452900864,2017-03-21 02:03:08,Let's go. #wbc2017 https://t.co/SXDBBltmfQ
843995008629850112,2017-03-21 01:17:45,RT @ryesilverman: I know that I was performing before I transitioned but that DOES NOT make it okay for you to use old photos of me.
843994654240464897,2017-03-21 01:16:20,"RT @TheRachelFisher: Comey: ""I'm not made of steel so I might need a quick break"" https://t.co/3UZsIsuhgr"
843988316601036800,2017-03-21 00:51:09,RT @JamilahLemieux: PSA for any so-called feminist/women's orgs considering making a statement in support of Tomi: don't.
843981207444496384,2017-03-21 00:22:54,@katiemcvay Tumi Luggage
843975622183411713,2017-03-21 00:00:43,70%. 70 out of a hundred. https://t.co/sC583DFgn8
843933284551745536,2017-03-20 21:12:29,RT @deray: It's interesting to see the same folks who believed everything Comey said about HRC now suddenly skeptical about Comey given Rus…
843924370762301440,2017-03-20 20:37:04,"RT @AkilahObviously: Again, youtube doesn't think it should hide accounts of white supremacists that leave racial slurs on videos, but LGBT…"
843890085577687040,2017-03-20 18:20:49,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH… https://t.co/cI4c2o08Ld
843886478484623363,2017-03-20 18:06:29,I went to college on a Pell Grant. https://t.co/DdHHC6KX8Y
843884896854523904,2017-03-20 18:00:12,@kumailn @shannonwoodward I did.
843868963473768448,2017-03-20 16:56:53,"I read this on November 4, 2016. Did you? https://t.co/5Q0xZ5j8FR"
843868060075270144,2017-03-20 16:53:18,@RealLucasNeff ...right back to Hillary's email server!
843860400395366400,2017-03-20 16:22:52,"I mean, wow. https://t.co/dQDugj5edr"
843859794272301056,2017-03-20 16:20:27,"RT @MicheleJawando: So to be clear, we are considering a lifetime appointment on the Supreme Court, by a President who is likely compromise…"
843859217203187712,2017-03-20 16:18:10,@AngryBlackLady I'll never forgive them for this
843857197440278528,2017-03-20 16:10:08,RT @emptywheel: Comey: Our practice is not to confirm ongoing investigation (unless it involves Hillary Clinton).
843856858003599361,2017-03-20 16:08:47,@AngryBlackLady holy shit
843854624591290369,2017-03-20 15:59:55,Shorter hearing: nothing will happen
843852895716085760,2017-03-20 15:53:03,"RT @KFILE: Just taking a step a back, government officials used time to look into a Breitbart conspiracy and Trump pulled Germany and  the…"
843698554040328193,2017-03-20 05:39:45,I definitely care more about women's hockey than men's.
843678227453239297,2017-03-20 04:18:58,"I can't tell if this is the classier or trashier heart emoji:
♥️"
843652278691090432,2017-03-20 02:35:52,@timothycsimons @AndyRichter ZIGGY!
843634761222381568,2017-03-20 01:26:15,I cannot think of anything more Cleveland than getting courtside tickets to see LeBron James only for him to be benched for the next game.
843634326767988741,2017-03-20 01:24:32,@dischargingfoul @Athletics @EireannDolan @whatwouldDOOdo you just FedEx'ed me!
843634241871077378,2017-03-20 01:24:11,@WhoAreBeckyNow oh wow congrats
843632516510625792,2017-03-20 01:17:20,@keithlaw and get angry about players' strikes
843632218278838273,2017-03-20 01:16:09,So many congrats! 💙💜 🏒 https://t.co/J4yqOzoMna
843631802346426368,2017-03-20 01:14:30,@alecewanobiwan thank you!
843630002302152704,2017-03-20 01:07:21,15 days til #CapsOn. https://t.co/voJFPGhlu1
843623725140389888,2017-03-20 00:42:24,@RealLucasNeff this is a real good piece on him https://t.co/0bEsgVoGKa
843620109671251968,2017-03-20 00:28:02,🎵 How low can we go / how low can we go🎵 https://t.co/rAYbzJPQat
843616713392381952,2017-03-20 00:14:32,"""I just prefer national league play,"" is the ""I don't own a tv"" of sports."
843578873614761984,2017-03-19 21:44:11,No particular reason https://t.co/OFQ3AUMHer
843573924633821184,2017-03-19 21:24:31,"Sorry I meant LGBTQIA. Also, let's support @VictoryFund. https://t.co/QRQ1xWZJ31"
843572916407087104,2017-03-19 21:20:30,@BellaPori @VictoryFund thank you
843564498967379968,2017-03-19 20:47:03,We Need More LGBT People in Politics
843562500515811328,2017-03-19 20:39:07,@PopRocket @inlandemperor @wyntermitchell saving face
843539404186509312,2017-03-19 19:07:20,@SmartAssJen wild that a feminist wouldn't assume a woman understands her
843539172291829760,2017-03-19 19:06:25,Reminder: tomorrow they begin their heist of our SCOTUS seat. https://t.co/xFKbOOF5Sn
843536942306287617,2017-03-19 18:57:33,@Yassir_Lester this is better than new faces
843530145772199936,2017-03-19 18:30:33,RT @RheaButcher: I taught my dog high fives. https://t.co/qqAWkzl1zi
843517651943022597,2017-03-19 17:40:54,He'll finally be a billionaire. https://t.co/nzfofnedtX
843374221858230272,2017-03-19 08:10:58,"""Do you like wrestling? Then you'll love the current presidency."""
843365171259039745,2017-03-19 07:35:00,@oldmanweldon he's 4!
843361628242374656,2017-03-19 07:20:55,I taught my dog high fives. https://t.co/qqAWkzl1zi
843343114324467712,2017-03-19 06:07:21,This is one of the greatest home run saves of all time. @SimplyAJ10 is a tremendous ballplayer and an awesome human. https://t.co/DmLtTXlFF8
843340637718036480,2017-03-19 05:57:31,@mattbelknap @OhNoSheTwitnt oooh I wanna know which Hughes movies don't make the cut. And do you count all Hughes involvement?
843334817630441472,2017-03-19 05:34:23,"Men can say things as dangerous as ""imminent threat"" and we wonder if they really mean it. https://t.co/dDunFCWU6b"
843330231347830784,2017-03-19 05:16:10,@paulmgardner great moment beautiful catch
843326529123704832,2017-03-19 05:01:27,@MikeDrucker @OhNoSheTwitnt Thief
843321124515590145,2017-03-19 04:39:58,@OhNoSheTwitnt Back To The Future
843321004042547200,2017-03-19 04:39:30,"Feminists who exclude trans women aren't feminists, they're wrong."
843318024962686976,2017-03-19 04:27:39,🎶They call me But-ler / they call me Ray / that's not my name / that's not my name🎶
843314050150760452,2017-03-19 04:11:52,"RT @bejohnce: ""I'm fiscally conservative and socially liberal."" https://t.co/GiWJYtwerR"
843267250127687680,2017-03-19 01:05:54,"A third of the Staples Center just started a ""We Want LeBron"" chant. I hope it works."
843240640188047360,2017-03-18 23:20:09,Don't know that I'll ever be able to thank my pal @cristela9 for these seats. https://t.co/oq0GlRNwZk
843196256851640321,2017-03-18 20:23:48,RT @IntergalacticQ: White girls making Get Out jokes is the 2017 version of white people awkwardly dabbing
843194515837992960,2017-03-18 20:16:53,@sweetmarysakron @cameronesposito operation dumbo drop
843184661668884481,2017-03-18 19:37:43,@cameronesposito I bet someone carried him to that stump
843180958056570880,2017-03-18 19:23:00,@emilyvgordon @nprmonkeysee 🙃
843180677453434880,2017-03-18 19:21:53,@scATX this is a really great piece by my friend @SmartAssJen: https://t.co/Cflk4lz2Op
843178813697622016,2017-03-18 19:14:29,@nprmonkeysee @emilyvgordon Linda it's so good
843178617924333568,2017-03-18 19:13:42,@emilyvgordon YES!
843170011875176448,2017-03-18 18:39:30,This is an absolute MUST READ by the wonderful @SmartAssJen. https://t.co/1GRlod8ozC
843162638250987520,2017-03-18 18:10:12,@ShaunKing @everywhereist this is also why they aren't filling government jobs - they won't be jobs soon.
843160727066238977,2017-03-18 18:02:37,"Even when they respect you, they don't respect you. #WomensHistoryMonth"
843160088697229312,2017-03-18 18:00:04,@heybonanos pickled feet? Just part of a workday.
843157623008448513,2017-03-18 17:50:17,@heybonanos y'all ever read The Jungle?
843157528762433536,2017-03-18 17:49:54,"@scATX Yeah, who is the ""we"" exactly? I think trans women are speaking incredibly honestly, imho."
843152175010275328,2017-03-18 17:28:38,"RT @cameronesposito: This is the only color print we ordered from our wedding.

Queerness level: 1,000 https://t.co/wNX46txwe9"
843134548984578048,2017-03-18 16:18:35,@JYSexton he ain't never seen that stump before; I bet somebody carried him there for the photo shoot
843131033067249665,2017-03-18 16:04:37,"Sing it, @JussieSmollett, sing it. https://t.co/NHTfYV1iMy"
843128149793677313,2017-03-18 15:53:10,@liv_actually you did just say it tho
843122637526126594,2017-03-18 15:31:15,"@kevinseccia nobody wears those jeans like that, like this"
843121109004312576,2017-03-18 15:25:11,"RT @cameronesposito: ""Nobody has more respect for women than me."" https://t.co/np3sCci15R"
843119645640990720,2017-03-18 15:19:22,So Merkel is good enough to explain his job to him but not for a handshake?
843118805446418433,2017-03-18 15:16:02,"RT @Amy_Siskind: So to summarize:  Sec of State Tillerson threatened North Korea with escalation to a nuclear war, then took a nap because…"
843117007453134849,2017-03-18 15:08:53,@TheChrisMosier @ShaunKing doesn't even look at her
842984893814525953,2017-03-18 06:23:55,"@danharmon @goldengateblond but like, she asked him a question and he didn't even look at her"
842979423053795328,2017-03-18 06:02:10,@keithlaw @midnight (Fans)
842977837090979840,2017-03-18 05:55:52,@DesiJed on NPR even
842977734984777728,2017-03-18 05:55:28,They Might Be Scientologists #LABands @midnight
842968009106894848,2017-03-18 05:16:49,"The most I celebrated St. Patrick's Day today was ordering pad thai from a place called ""Green Leaves."""
842964183075373056,2017-03-18 05:01:37,"@wtflanksteak it's so weird right? Like, did he ask for that? Did they?"
842959311475113984,2017-03-18 04:42:15,Five second much needed distraction: Secretary of HUD Dr. Ben Carson played himself in the 2003 Farrelly Brothers f… https://t.co/CbmIhjxflG
842957489540755456,2017-03-18 04:35:01,@cameronesposito also: Hillary is winning that handshake.
842957311182168064,2017-03-18 04:34:19,@cameronesposito this is a gut punch.
842955382402174976,2017-03-18 04:26:39,@goldengateblond he didn't even SAY anything to her. He didn't even look. Like she's not even there.
842955057662324736,2017-03-18 04:25:21,@goldengateblond he is such a coward he couldn't even say no
842954219468480512,2017-03-18 04:22:01,@goldengateblond Jesus christ
842952531818954752,2017-03-18 04:15:19,@Yassir_Lester @TrondyNewman I would watch this show
842945895096172544,2017-03-18 03:48:57,RT @AdamParkhomenko: How today was supposed to go. https://t.co/4VxbsOpMpX
842938657283624960,2017-03-18 03:20:11,@cameronesposito @teganandsara right in the center there!
842925854158012419,2017-03-18 02:29:19,Oh and happy #WomensHistoryMonth btw https://t.co/EPZqAI0aiq
842903959006150656,2017-03-18 01:02:18,@HOMAGE @cavs https://t.co/aTlGv5yjq1
842902756763488256,2017-03-18 00:57:32,@pauldanke it's like me playing Mario when I was 7.
842902615440551936,2017-03-18 00:56:58,When I was in college I'd regularly worry how I'd be able to pay my student loans and take care of my single parent… https://t.co/xBpi9lcqC4
842897368299192321,2017-03-18 00:36:07,@HOMAGE @cavs  um hey can u guys overnight this like now for a 5:30pm PST t/o?
842897114606718977,2017-03-18 00:35:07,I'm with her. https://t.co/sF83XRQFan
842891195823013889,2017-03-18 00:11:35,@ScottAukerman @cameronesposito @SeesoTV I agree with Scott's exec delicious.
842889839204741121,2017-03-18 00:06:12,"RT @cameronesposito: We sat 4 across the whole dinner, alternating jackets &amp; duos. 

These women are gonna change the world w/ the @teganan…"
842872226701500416,2017-03-17 22:56:13,RT @iJesseWilliams: Yup https://t.co/Zt4R2Mywuf
842864193053237248,2017-03-17 22:24:17,Hey @cavs: I'll see you tomorrow (finally). https://t.co/A94JhVBpUY
842845905090830336,2017-03-17 21:11:37,"RT @LibyaLiberty: Check your privilege, Earth. https://t.co/F6SgGyqaAB"
842836518276276226,2017-03-17 20:34:19,@cameronesposito @nicbravo yes thank you
842810247345389568,2017-03-17 18:49:56,Cheryl Miller https://t.co/Tp6nrx2Xqs
842796566855335936,2017-03-17 17:55:34,#FBF That one time we were on @midnight https://t.co/tvaSWYmPB1
842613723537719296,2017-03-17 05:49:01,@JacobsonTweets I literally don't know
842611582005723136,2017-03-17 05:40:30,Wow I mean thanks to this website now I know how many 20-30 somethings hate Meals on Wheels.
842604029674844160,2017-03-17 05:10:30,"Barack Obama: hope, change
Donald Tr*mp: revenge"
842556356104138753,2017-03-17 02:01:03,@Felonious_munk https://t.co/TXWl5Kx7g3
842555888690905089,2017-03-17 01:59:12,@Shakestweetz the JOBS! argument has turned against us
842555678514278401,2017-03-17 01:58:22,@Felonious_munk https://t.co/RSbU36qFiY
842554322386739200,2017-03-17 01:52:59,Writing jokes is difficult right now because literally all I want to do everyday is be as considerate as f*ck
842552765402435584,2017-03-17 01:46:47,"I may not tweet about all of it because it's too much, but trust me, I am 100% disgusted by everything Republicans do."
842552308059709440,2017-03-17 01:44:58,"@AndreWindermere but yet, he is"
842468468754595840,2017-03-16 20:11:49,"Pro tip: if a woman inspired you, or inspires you, always mention her name to people, to press, to the world. #WomensHistoryMonth"
