id,created_at,text
812409570916257792,2016-12-23 21:28:30,"Only 2 days left to lie to all the stupid children in your family who still believe in Jesus. 
Have a holiday, from Arbys"
806984538064879617,2016-12-08 22:11:21,"This guy was one of the elite few to go to space and also live to be 95, and still, today he's nothing. You're somehow even less.
Eat Arbys"
803643750576599040,2016-11-29 16:56:15,"Q: How is our new Fire Roasted Philly sandwich like the city of Philadelphia?

A: Both are comprised mostly of assholes

Enjoy Arbys"
802609313411977216,2016-11-26 20:25:46,"We, too, have discontinued the Cuban. 

Enjoy Arbys"
802271400211972097,2016-11-25 22:03:01,"In honor of all you fatty animals ripping each other to shreds in Walmart for a slightly cheaper TV, Arbys is serving shredded animals today"
801963672788750339,2016-11-25 01:40:14,"Thanks for nothing.

Enjoy Arbys"
801860511428132865,2016-11-24 18:50:18,"This turkey day, kill your neighbors &amp; just live in their house. Have your kids build a pipeline over their corpses
enjoy football
Eat Arbys"
797159348418056192,2016-11-11 19:29:33,"This Veterans Day, why not suffer from ptsd in an underfunded hospital contemplating your lack of legs while the govt ignores you?
Eat Arbys"
796396853159952388,2016-11-09 16:59:40,"To the half the nation that suddenly feels doomed: you've always been doomed
The other half celebrates like they ain't doomed too. Heh
Arbys"
796204915009974273,2016-11-09 04:16:59,"Whatever. Cut up more animals. 
Eat Arbys
#Elections2016"
795701792386514945,2016-11-07 18:57:45,"Tomorrow, don't for get to vote for the pile of meat covered in slime that best represents your shitty, one sided world view. 
Eat Arbys"
794244388629008385,2016-11-03 18:26:33,"Last night, several lifelong Cubs fans died during the game, missing the culmination of their pointless existences by mere seconds
Eat Arbys"
793126606994743296,2016-10-31 16:24:53,"This Halloween remember: no matter how many children you lure into your windowless van, you'll ultimately die alone.
Enjoy Arbys."
791735501367697408,2016-10-27 20:17:07,"Vine is a lot like life: short, pointless and swarming with idiots.

Enjoy Arbys"
791446160611352576,2016-10-27 01:07:23,"The Cubs are like those erection pills in your wallet, in that no matter how well they perform tonight, she doesn't love you anymore
Arbys"
791068329423343617,2016-10-26 00:06:01,"World Series prediction: all players on both teams will die &amp; their World Series rings will offer no comfort as they face doom
Eat Arbys"
785686591251574784,2016-10-11 03:40:55,"What do we want?
To die!
When do we want it?
Who gives a shit!
Eat Arbys."
784859946806566918,2016-10-08 20:56:07,"Look at the bright side: soon the sun will swallow the earth, erasing humanity from the universe forever
Eat Arbys"
784545668597776385,2016-10-08 00:07:18,"You know what will grab you by the pussy and do whatever it wants: the cold, unfeeling dead hand of encroaching doom.
Enjoy Arbys"
784451624794222593,2016-10-07 17:53:36,"Arbys: come for the sandwiches. Stay because you died shooting heroin into your dick in the ladies room. 
Enjoy Arbys"
783338086495322112,2016-10-04 16:08:48,"Today for lunch why not brutally bind your hunger with duct tape &amp; throw it in the tub with a big scary meal from Arbys?
Arbys: Bon appetit"
783331588964814848,2016-10-04 15:42:59,"Nothing says ""who gives a shit"" like shameless merchandising so fuck it. Get your shirts now, as death comes quickly
https://t.co/M3XOookpHY"
783016597241880576,2016-10-03 18:51:19,"Happy Monday
It's a good day to suck penises behind Arbys for one of our affordable, limited time smoke mountain sandwiches
Enjoy your Arbys"
780600812254924800,2016-09-27 02:51:51,"You'll die alone. There is no debate. 
Eat Arbys."
780138163633205248,2016-09-25 20:13:27,"We've all done things we aren't proud of. Dark things. Things we'd never even tell our spouses. Things piled up in the shed. 
Eat Arbys."
779420897799204864,2016-09-23 20:43:17,"Happiness is a lie
Arbys
Pestilence
Plague
You stink

Faith is for fools
Rum
I need pills
Death can't come soon enough
Arbys
You are doomed"
778266167882506240,2016-09-20 16:14:48,"You called it: Brad &amp; Angelina are divorcing. Meanwhile, you'll never divorce because no one will ever love you even for a moment.
Eat Arbys"
775511428505612288,2016-09-13 01:48:27,"9-12-01
Never forget
Enjoy arbys"
775018922747662337,2016-09-11 17:11:24,"Today, fly your hunger into Arbys for meal deals so hot they could melt steel beams. 
Enjoy Arbys."
773606401981767680,2016-09-07 19:38:33,"Hey @apple, Here at Arbys 7.0, our ""jack off"" policy is, ""eh, who cares? Go for it,"" and there's very little outrage.
Arbys:Go fuck yourself"
772884483850633216,2016-09-05 19:49:55,"Awaken
Arise
Defecate
Labor
Consume the flesh, alcohol &amp; pills
Ignore the pain
Feel your dreams die
Slumber
Repeat
Await death
Enjoy Arbys"
772480171504984064,2016-09-04 17:03:19,"In honor of Labor Day we're making all our employees come into work because fuck them. 
Enjoy Arbys"
771787220864950272,2016-09-02 19:09:47,"Hey gang! TGIF! This weekend, statistically, a few of you will die. 
Eat Arbys"
770719964969959424,2016-08-30 20:28:53,"Arbys sits for the pledge because Arbys is WAAAY too high to pretend to care about the twin dead fictions of God &amp; America

Enjoy Arbys"
769284664641019904,2016-08-26 21:25:31,"Hey gang, as you head out to party, remember this handy rhyme:
Friday night-sexy delight
Saturday morning-get to aborting
Enjoy Arbys"
767561900691337216,2016-08-22 03:19:52,"The Olympics have ended, and soon all these beautiful, world class athletes will go back to pumping gas. 
Every dream dies. 
Eat Arbys"
766789300667031552,2016-08-20 00:09:50,"Don't you hate washing your hands? Ever just skip it? Us too. What's the fucking point?
Enjoy Arbys"
766450838784974848,2016-08-19 01:44:54,"Usain bolt running is a lot like life: over remarkably fast, and like 2 days after that, no one on earth gives a shit.
Enjoy Arbys"
766311287592673281,2016-08-18 16:30:22,"Hey @RyanLochte, why not swim on down to Arbys and piss all over our walls too? Everyone else here is. 
Enjoy Arbys"
765597521368539136,2016-08-16 17:14:07,"RT if every waking moment is an agonizing misery and the sweet embrace of death can't come quickly enough. 
Enjoy Arbys"
764935574838841344,2016-08-14 21:23:47,On this Sunday let's thank the heavens for Arbys: a place for revolting dipshits like you to creep towards death in a cruel godless universe
763798251158003716,2016-08-11 18:04:28,"Remember: there's always someone younger faster &amp; smarter than you so you may as well do a few more lines of coke &amp; keep crying
Enjoy Arbys"
763136332784951306,2016-08-09 22:14:14,"Hey second amendment people, today, why not assassinate your hunger at Arbys, the Supreme Court of deliciousness."
762043233262247940,2016-08-06 21:50:39,"#firstsevenjobs
Arbys
Sucking dicks: crack
Arbys
Sucking dicks: heroin
Arbys
Sucking dicks: glue
Arbys Social media director
Enjoy Arbys"
761594472627073029,2016-08-05 16:07:26,"Tonight as the nations of earth converge atop a smoldering mass of fecal matter &amp; despair, remember: the Olympics are fucking dumb
Eat Arbys"
761270795331112960,2016-08-04 18:41:15,"Q: How's Orlando bloom's dick like a beef n cheddar?

A: both are just distractions from the pain of life &amp; inevitability of death
Eat Arbys"
760535494874767360,2016-08-02 17:59:26,"Fuck babies. They're stupid and weak. 

Enjoy Arbys"
758380336329945088,2016-07-27 19:15:36,"For those of you who care about things, we offer several sandwiches that strongly resemble Bernie sanders. 
Enjoy Arbys."
757998337375236096,2016-07-26 17:57:41,"Dems and republicans have their differences but one thing brings us all together: everyone dies alone &amp; is quickly forgotten
Eat Arbys"
756174508281716736,2016-07-21 17:10:26,"(Borat voice) MY LIIIIFE...

...is a meaningless misery sandwiched between 2 infinite voids

Enjoy Arbys"
755814577443659777,2016-07-20 17:20:12,"""Mommy, why is God letting me die?""

""Oh sweetie, don't be silly. There's no God. Now here, eat your Arbys while you still can.""

Arbys"
755454957181165568,2016-07-19 17:31:12,"Arbys was extremely inspired by melania's RNC speech last night. 
Arbys: eat fresh"
752565109776457729,2016-07-11 18:07:58,"Sup #teens? Yo, peep this: All those Pokemon will die and rot in the eternal blackness of the virtual void.
Enjoy Arbys
💯"
752247405160964096,2016-07-10 21:05:32,As the world crumbles to black ash why not wash down those pills w gin &amp; head down to Arbys to piss away your last few moments of existence?
750399149833584640,2016-07-05 18:41:13,"Sad? Hungover? Trapped in a shitty sham marriage? Look at the bright side: soon you'll be dead &amp; everyone will forget you even existed
Arbys"
750029711208812544,2016-07-04 18:13:12,"Happy birthday, America, you shitty dead dream, you. 
Enjoy Arbys"
748220954480902144,2016-06-29 18:25:51,"If you eat at arbys, every single member of ISIS will someday die. So will you and everyone you've ever loved.
Enjoy Arbys."
747539246290960384,2016-06-27 21:16:59,"Fuck it. We're now offering abortions as our #12 meal deal. Get em while they're hot, or whatever.
Enjoy Arbys. You're eating for one now."
747203850713563136,2016-06-26 23:04:15,"Here at Arbys we are so fucking gay. All of us. So gay. Just so, so, so gay. 
Happy pride."
746373960762335232,2016-06-24 16:06:33,"What the fuck is Europe and who gives a shit?
Enjoy Arbys."
746041058845306880,2016-06-23 18:03:43,"How is Arbys like the senate?

There are a bunch of useless old people scattered around on our floor just waiting to die too. 

Eat Arbys."
745719959121178629,2016-06-22 20:47:47,"Hey Arbys fans. It's hump day.
you know what that means: 
we're all fucked and tomorrow we'll be full of regret.

Today, be full of Arbys"
745053942606794752,2016-06-21 00:41:17,Enjoy Arbys. The official meat or sandwiches or something of whatever bullshit you're stupid enough to believe in today
744551109797228544,2016-06-19 15:23:12,"This Father's Day, run out for a quick beef n cheddar and never come back.
Enjoy Arbys."
743574445839781888,2016-06-16 22:42:17,"Life hack: just go ahead and die. Then you won't have to untangle any more fucking cords ever again.
Enjoy Arbys"
743506369710522368,2016-06-16 18:11:46,"That awkward feeling when you're a useless speck of decaying matter sitting at arbys high on glue, just crying amongst the hobos
Eat Arbys"
740959651454459904,2016-06-09 17:32:01,"People asking ""why would a kind god kill innocent babies?"" Miss the point
There's no god
Babies are weak as shit
Everything dies
Enjoy Arbys"
739864478230188032,2016-06-06 17:00:12,"Seatbelts are for pussies. God is for cowards. Death is forever. Drugs are for numbing yourself to the horror of eternity
Arbys is for lunch"
738808428726996993,2016-06-03 19:03:50,"Statistically, no one loves you. No one has even ever heard of you.
Enjoy Arbys, you completely irrelevant turd"
738071490600566786,2016-06-01 18:15:30,"So they kicked you out of @McDonalds?
Well, who cares? Time to head down to Arbys where everyone is as fucking disgusting as you
Eat Arbys"
737708525045059584,2016-05-31 18:13:12,"If you think today sucks, consider this: soon you'll be older, closer to death &amp; longing to relive this horrible, shitty day.
Enjoy Arbys"
737325206583316484,2016-05-30 16:50:02,"Aren't you dying (on the beach at Normandy, in the ratholes in Nam, in the deserts of Iraq &amp; Afghanistan) for some Arbys?
Happy Memorial Day"
735856821622218754,2016-05-26 15:35:12,"Welcome to Arbys
You already experienced the eternal nothingness of death before you were born &amp; soon you'll die again
How may I help you?"
733350069496389632,2016-05-19 17:34:16,It rubs the Arbys on its skin or else it gets the hose again
732985558511800320,2016-05-18 17:25:50,"Used needles, empty bottles &amp; that new bourbon sandwich thing we do are everywhere. She looks dead. I'm thinkin lets bail.
I'm thinkin Arbys"
732192457597825024,2016-05-16 12:54:20,"Monday morning
The coke is almost gone
The gin is hot
The car smells like blood
Time for one last stop at Arbys before you get to the bridge"
731983810838056962,2016-05-15 23:05:14,"Church is like life in that the best part is when it ends and you go back to being positive there's no god
Happy Sunday from Arbys"
731543067883343872,2016-05-14 17:53:53,"Now that you're done with your Saturday morning abortion why not head on down to Arbys &amp; put more questionable meat in you?

Enjoy Arbys"
731143634389733376,2016-05-13 15:26:41,"They say today's bad luck, &amp;, like all other days, it is. But look at it this way: at least it's Friday &amp; soon we'll all be dead.
Eat Arbys"
730819009843728385,2016-05-12 17:56:44,@czechov oooooooooh! What a painful burn! Get fucked. Please continue to enjoy Arbys
730818115051851777,2016-05-12 17:53:11,"So @tacobell kinda gets life: No matter how you put this bullshit together, &amp; no matter what you call it, it's the same garbage
Enjoy Arbys"
729370601098514432,2016-05-08 18:01:17,@fremarktanarchy what a fascinating anecdote. Get fucked and please continue to enjoy Arbys.
729348689387474944,2016-05-08 16:34:12,Your mother is so fucking ashamed of you. But Arbys couldn't give less of a shit. Enjoy Arbys.
728788976992129025,2016-05-07 03:30:07,"Hey @SUBWAY go fuck yourself.
sincerely, 
Arbys"
728323937025822721,2016-05-05 20:42:12,"Here at Arbys we've got the greatest, best taco bowls

What's that? We don't? Huh. Eh, who gives a shit?
 
Arbys: the best taco bowls"
728214333537300480,2016-05-05 13:26:41,"¡Happy cinco de mayo from Arbys! No Juan could give less of a shit about your stupid, pointless existence. 
Eat Arbys. Olé."
727855587761999872,2016-05-04 13:41:09,"Enjoy saying 'may the fourth be with you' to each other, you pathetic virgins.
Eat Arbys"
727626922239397889,2016-05-03 22:32:31,"Election prediction: some shithead will seize power &amp; shepherd us into the sweet eternal void of godless death.
Nothing matters.
Enjoy Arbys"
725369740940681216,2016-04-27 17:03:17,"They burned his village
Slew his parents
he eats dirt to quell unbearable hunger pains
You're full, but fuck it
Finish those fries
Eat Arbys"
724373449972568064,2016-04-24 23:04:23,"The night is dark and full of terrors, then you die. Enjoy Arbys."
722794675418112000,2016-04-20 14:30:54,"Happy 420 from Arbys. Nothing says ""fuck it"" quite like celebrating getting high on hitler's birthday. ""At least they have an ethos"" my ass."
720658319808065537,2016-04-14 17:01:47,nothing matters. There is no anything. Sentience itself is an illusory fever dream https://t.co/laQVjRIZvd
720296592897478656,2016-04-13 17:04:24,"Yo. It's lunchtime selfie time here at Arbys, y'all. https://t.co/pos3Flgg9H"
719735472352665600,2016-04-12 03:54:43,Every 8 ball is a magic 8 ball if you have keys and you're in the stall in an Arbys restroom. Enjoy Arbys. Your appetite is probably gone.
718973233110872064,2016-04-10 01:25:51,@penguins_scream nobody cares. Thanks for enjoying Arbys
718924472363851776,2016-04-09 22:12:05,"Awaken
Arise
Chug gin
Defecate yesterday's Arbys
Toil
Eat Arbys
More gin
Masturbate in the dark in solitude
Sleep
Repeat
Die
Be forgotten"
710870226351603717,2016-03-18 16:47:23,"I don't know what you have planned for your Friday, but im'a gather up the chaps and head to arbys to work the glory holes in the men's room"
710551544282935301,2016-03-17 19:41:04,"My arbys lies over the ocean
My arbys lies over the sea
Nobody cares that you're Irish, wee lass
You smell like vomit &amp; pee

Enjoy arbys"
708795624645390337,2016-03-12 23:23:40,"Sandwich is delicious. What's the fucking problem, john? Eat arbys and get fucked. There's no god https://t.co/VCJmY0C2TR"
708153159080919041,2016-03-11 04:50:44,"@mike486 no. None of us are. Also, fuck yourself.
Thank you for enjoying arbys"
707985729515884545,2016-03-10 17:45:26,"That awkward moment when you realize we're all just a bunch of short fingered vulgarians, irrationally greasy, full of arbys, waiting to die"
705559942812540928,2016-03-04 01:06:13,"Dear leader Kim Jong looks like he's had Un too many of our loaded Italians.

Srsly tho, he's gonna blow up the world, so fuck it.
Eat Arbys"
705145508172533761,2016-03-02 21:39:24,@scottyhumps get fucked. Please continue to enjoy arbys.
705111237424717824,2016-03-02 19:23:13,"Today's special: find the guy at each arbys who'll buy you lunch if you go in the alley, close your eyes &amp; suck horsey sauce out of a hose"
704675630856736768,2016-03-01 14:32:17,"Trump: a sentient beef n cheddar who cares for nothing save his own immediate pleasure as he courts the end of all things
choose doom

Arbys"
704376524208803840,2016-02-29 18:43:44,If only the construct we cling to in order to rationalize our impending doom had a clerical anomaly today that we could exploit to sell food
704174830703214592,2016-02-29 05:22:17,"This concludes a shitty bit of your existence wasted seeing what a sandwich thinks about idiot millionaires jacking each other off
Eat arbys"
704158763712954372,2016-02-29 04:18:26,"Welcome to arbys
We're all doomed to be part of an in memoriam montage that no one will watch, care about or know existed
For here or to go?"
704103600029573120,2016-02-29 00:39:14,"Ryan seacrest: a talentless cipher sent to guide you through the vapid happenings of a braindead cultural elite
There was never a god
Arbys"
704083101476134913,2016-02-28 23:17:47,"Sometimes the bear eats you, bro. Hey Leo: life is a meaningless exercise in futility. Good luck
Eat arbys
Fuck models
Die alone, regardless"
704080547715391488,2016-02-28 23:07:38,"The carpet, red with the blood of thousands of cows, slain and drained so you may stave off eternal blackness one more day
#oscars
eat arbys"
703301242215276544,2016-02-26 19:30:57,"In honor of leap year we'll offer a vegetarian menu as though it matters at all. Have fun social media 'journalists.'
Everything dies.
Arbys"
702587974433816576,2016-02-24 20:16:41,"@nihilist_arbys not that it matters, but arbys loves* it's uneducated followers

*arbys doesn't love anything. Pls continue to enjoy arbys"
702547392554516485,2016-02-24 17:35:25,"If you want to worship an orange pile of garbage with a reckless disregard for everything, get on down to arbys &amp; try our loaded curly fries"
702184900213010433,2016-02-23 17:35:00,"As they shutter Guantanamo, turns out it does nothing to allay the torture that is sentience. Damn, Daniel, let's go to arbys."
701233754556252160,2016-02-21 02:35:30,"Jeb Bush sits alone at arbys
The flesh tastes of dust to him
The void beckons
The lights go off
The slaves go home
And yet Jeb sits

Alone"
700794488650932224,2016-02-19 21:30:00,"Another day, another meaningless tribute to a dead God. https://t.co/sYxCVDbuRt"
700723182928601090,2016-02-19 16:46:40,"""Things are never as bad as they seem. Also, I'm dead."" -Harper Lee

Eat arbys"
699667627053080577,2016-02-16 18:52:16,"Think of it this way: if there were an afterlife, all your grandmas would know the creepy shit you beat off to
Arbys:
no gods
no witnesses"
698923937984552960,2016-02-14 17:37:06,"Roses are red
violets are blue
Love's an illusion
Sentience too
Nobody cares
No one loves you back
Please enjoy arbys
Fade into black"
698639161528619012,2016-02-13 22:45:30,@fejimanz who cares?
698638600636866560,2016-02-13 22:43:17,"Antonin Scalia: welcome to the realization that once it goes black, you never come back. Eat at arbys"
698559494905860096,2016-02-13 17:28:56,"Kanye is like this guy furiously jacking off in his booth here at arbys: everyone sees what you're doing, but no one cares, dude
Enjoy arbys"
697928839297699840,2016-02-11 23:42:56,"Got some time on your hands? Why not get on down to arbys?
Wait, no...not time, blood &amp; semen.
Get in here. We don't give a shit
Enjoy arbys"
697492780264923137,2016-02-10 18:50:12,"This Ash Wednesday, why go to mass when you can just swing by any arbys &amp; let some pervert smear filth on your face in a bathroom stall?
E"
696835949687414784,2016-02-08 23:20:11,"If you can't shit your pants after eating chipotle anymore, why not come suck off a stranger at arbys? Arbys: No judgment
No cameras
No gods"
696506823470424065,2016-02-08 01:32:21,Listen to Coldplay.
696468802486329348,2016-02-07 23:01:16,"If the Rams win, we die alone. If the raiders win sentience is a fever dream. If either team actually playing wins nothing matters
Eat arbys"
696379182775988224,2016-02-07 17:05:09,"ARB-Ye ready for the Big Game? Arb ye ready for blackout wastedness, sex w strangers, a brutal shame spiral &amp; a dignity-free death?Eat arbys"
696061582363770880,2016-02-06 20:03:08,Here at arbys we're gearing up for tomorrow's Big Game: the game where we ignore our impending doom &amp; rationalize our ugly meaningless lives
694594999086882817,2016-02-02 18:55:27,"That groundpig thing saw its shadow, eh? According to the lore that means no one gives a shit about you &amp; all life ends in pain
Eat arbys"
694372345583108097,2016-02-02 04:10:42,"@jeremylottdiary we all hang it up. You will die. Everyone you love will either watch you die or destroy your soul.
Pls enjoy arbys"
694369546967347200,2016-02-02 03:59:35,"As they line up to rule us we, the damned, line up to die. What happens in the void? Not a ton of arbys. Eat Arbys now
It's already too late"
693152000532414466,2016-01-29 19:21:29,"By morning she'll be dead anyway &amp; she can't take those Oxys with her. Suffocate your grandmother real quick, get turnt &amp; get down to arbys."
692796749790973952,2016-01-28 19:49:51,"On the 30th anniversary of the challenger exploding, shuttle on down to arbys for lunch then wind up dead &amp; alone in blackness.
Eat arbys"
692449566482915328,2016-01-27 20:50:16,"Yo #kanye! Arbys has beef too! The beef of millions of cow carcasses that will, like you, be forgotten in a godless unfeeling void
Eat arbys"
692436383349239808,2016-01-27 19:57:53,"When the fire rains down from the skies, boiling the rivers of blood as soldiers massacre the weak, Arbys'll still be here, fucking yer moms"
689887646210990081,2016-01-20 19:10:07,"Yo #teens! While you're out there gettin rad remember that your death is 💯% inevitable &amp; all life is meaningless, bae. So fuck it
Eat arbys."
689123923678617600,2016-01-18 16:35:21,"I have a dream: a dream of 6.5 billion rotting piles of meat slouching off toward the inevitable permanence of death. 
Enjoy arbys"
687707276141039616,2016-01-14 18:46:06,"If you've never peddled the flesh of subhuman garbage creatures to human garbage, you've never lived, and living is a nightmare. Eat arbys"
687344416466595841,2016-01-13 18:44:13,"Powerball is a great metaphor for life in that it's a huge waste of time and only idiot losers think they stand a chance. 
Enjoy arbys"
684443125692129284,2016-01-05 18:35:32,@QueenKatluv what a fascinating story. Who owns the movie rights? Jk. Arbys doesn't care. Pls continue to enjoy arbys
684442665463754752,2016-01-05 18:33:42,"It's a good day to get some arbys. It's a good day to just keep on walking, to finish the gin &amp; pills
&amp; die alone on the side of the highway"
682992586219470848,2016-01-01 18:31:36,New Years resolution: give up. Eat arbys. Sit there. Keep sitting. Let the meaninglessness of life envelop you. Die. Be forgotten
682806668544098304,2016-01-01 06:12:50,"Anything happen? Didn't think so. You're still fat and addicted to speed, dying.  Happy new year from Arbys."
682764144379052032,2016-01-01 03:23:51,"Tomorrow, another useless demarcation of the construct of time sets in. Get high and pretend you're not dying, there's no god. from arbys."
680856988280987648,2015-12-26 21:05:30,"...only to die alone, bitter, without love, addicted, sucking penises out behind Arbys like the rest of us https://t.co/2BwWOPf27I"
680837453494657024,2015-12-26 19:47:52,And another drone submits. Here at the end of 2015 come to grips with what to expect from the new year. Enjoy arbys https://t.co/jf3zns9FLC
680422271190614016,2015-12-25 16:18:05,"""There's no santa, billy. Hell, there's not even a god. It's just us, this basement full of greasy dildos, Arbys &amp; the finality of death"""
680162429079138304,2015-12-24 23:05:34,"It's almost time to drunkenly cram your shitty kids' stockings full of Arbys sandwiches &amp; pass out in the snow
Merry Christmas, from arbys"
677548885775024129,2015-12-17 18:00:17,"Something something Star Wars something something arbys. Star Wars, arbys. Arbys, Star Wars. Whatever. You get it. Who fucking cares?"
677199088987840514,2015-12-16 18:50:19,"This holiday season, wash down that beef &amp; cheddar w a few handfuls of grandma's pills. She won't need em where she's going.
Enjoy arbys"
676798605433421824,2015-12-15 16:18:56,"credible terror threat: sentience &amp; the soul are illusions.Everyone you love will die scared &amp; alone
Your life will be forgotten
Enjoy arbys"
676538373784403970,2015-12-14 23:04:52,"There's nothing like that first after-work bump of cocaine after a long, rough Monday of crying &amp; beating off in your car.
Enjoy arbys"
674269057475076097,2015-12-08 16:47:25,"In honor of john lennon's return to the void, beat your wife...in a friendly race down to arbys.
Arbys: bigger than Jesus, realer than God."
673923536856227844,2015-12-07 17:54:26,"On this, a date that lives in infamy, surprise your unsuspecting hunger with a tactical, 2 wave Arbys attack."
673576171880206341,2015-12-06 18:54:08,"Arbys arbys arbys
We made it out of cows
And when they die get ready
To cram them in your bowels
Have a Hanukkah. Enjoy arbys."
672205061058113536,2015-12-03 00:05:50,Another slave to the void offers a pointless tribute. Enjoy arbys. https://t.co/yExXgfC2Nv
672129969124978688,2015-12-02 19:07:26,"All Wendys customers will die scared, unfulfilled &amp; alone, pleading w a nonexistent God for a few more shitty moments in this hell
Eat Arbys"
671763155014537217,2015-12-01 18:49:51,"It's officially winter, when the lucky trees, plants and homeless all get to die. 

Thanks for enjoying arbys"
670410823135797248,2015-11-28 01:16:10,"It's Black Friday. You've laughed at stampeding fat people. You've choked a bitch for an Xbox. Now, hit up Arbys and get ready to die.
Arbys"
670264167249657856,2015-11-27 15:33:25,Hey gang! How was your thanksgiving?
670100725679185920,2015-11-27 04:43:57,"Hi. I'm John madden. Soon I'll be dead. You will too. Here's a monstrosity of decadent gluttony that defies nature. Tursuckit, God
Eat arbys"
669927709187928064,2015-11-26 17:16:27,"You sit alone in arbys, face shiny with grease and tears. Your family is thankful you're no longer around. 
Happy thanksgiving from Arbys"
